User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12209,
Test name: HB-Resazurin-384,Date: 01/12/2020,Time: 11:04:03,
ID1: Nalm6wt_AxB-FDA-C-01_n1_r2,,,
Fluorescence (FI),,,
,,,
Well Row,Well Col,Content,Raw Data (544/590)
A,1,Sample X1,213854
A,2,Sample X2,216528
A,3,Sample X3,216332
A,4,Sample X4,217113
A,5,Sample X5,210046
A,6,Sample X6,209183
A,7,Sample X7,208569
A,8,Sample X8,29495
A,9,Sample X9,216627
A,10,Sample X10,219883
A,11,Sample X11,218892
A,12,Sample X12,241638
A,13,Sample X13,227414
A,14,Sample X14,223999
A,15,Sample X15,214664
A,16,Sample X16,217337
A,17,Sample X17,214397
A,18,Sample X18,216377
A,19,Sample X19,219634
A,20,Sample X20,217243
A,21,Sample X21,215351
A,22,Sample X22,216476
A,23,Sample X23,219666
A,24,Sample X24,210675
B,1,Sample X25,211402
B,2,Sample X26,218156
B,3,Sample X27,218969
B,4,Sample X28,216148
B,5,Sample X29,210891
B,6,Sample X30,210362
B,7,Sample X31,209240
B,8,Sample X32,167031
B,9,Sample X33,218000
B,10,Sample X34,219360
B,11,Sample X35,218970
B,12,Sample X36,221470
B,13,Sample X37,224341
B,14,Sample X38,224811
B,15,Sample X39,219405
B,16,Sample X40,218806
B,17,Sample X41,215287
B,18,Sample X42,219390
B,19,Sample X43,219896
B,20,Sample X44,218435
B,21,Sample X45,216975
B,22,Sample X46,215970
B,23,Sample X47,215231
B,24,Sample X48,207099
C,1,Sample X49,211270
C,2,Sample X50,217036
C,3,Sample X51,216131
C,4,Sample X52,215938
C,5,Sample X53,218616
C,6,Sample X54,216725
C,7,Sample X55,212203
C,8,Sample X56,29091
C,9,Sample X57,213668
C,10,Sample X58,215981
C,11,Sample X59,216034
C,12,Sample X60,217746
C,13,Sample X61,216626
C,14,Sample X62,216474
C,15,Sample X63,217476
C,16,Sample X64,217305
C,17,Sample X65,214335
C,18,Sample X66,217914
C,19,Sample X67,142488
C,20,Sample X68,141454
C,21,Sample X69,213422
C,22,Sample X70,213270
C,23,Sample X71,211573
C,24,Sample X72,203189
D,1,Sample X73,210428
D,2,Sample X74,58757
D,3,Sample X75,213853
D,4,Sample X76,211630
D,5,Sample X77,216443
D,6,Sample X78,211124
D,7,Sample X79,30476
D,8,Sample X80,208463
D,9,Sample X81,209944
D,10,Sample X82,209503
D,11,Sample X83,210323
D,12,Sample X84,211233
D,13,Sample X85,211148
D,14,Sample X86,210154
D,15,Sample X87,209690
D,16,Sample X88,209673
D,17,Sample X89,209114
D,18,Sample X90,209204
D,19,Sample X91,133079
D,20,Sample X92,133240
D,21,Sample X93,208784
D,22,Sample X94,206936
D,23,Sample X95,48424
D,24,Sample X96,102578
E,1,Sample X97,213093
E,2,Sample X98,216112
E,3,Sample X99,216068
E,4,Sample X100,212996
E,5,Sample X101,210493
E,6,Sample X102,205705
E,7,Sample X103,204395
E,8,Sample X104,204313
E,9,Sample X105,204846
E,10,Sample X106,205826
E,11,Sample X107,214184
E,12,Sample X108,211988
E,13,Sample X109,206245
E,14,Sample X110,203903
E,15,Sample X111,201190
E,16,Sample X112,201004
E,17,Sample X113,38253
E,18,Sample X114,115879
E,19,Sample X115,31059
E,20,Sample X116,30836
E,21,Sample X117,204556
E,22,Sample X118,206391
E,23,Sample X119,81036
E,24,Sample X120,75152
F,1,Sample X121,209353
F,2,Sample X122,211290
F,3,Sample X123,211222
F,4,Sample X124,226068
F,5,Sample X125,208204
F,6,Sample X126,29757
F,7,Sample X127,202298
F,8,Sample X128,201025
F,9,Sample X129,201034
F,10,Sample X130,31003
F,11,Sample X131,202199
F,12,Sample X132,202828
F,13,Sample X133,198513
F,14,Sample X134,192541
F,15,Sample X135,194921
F,16,Sample X136,194510
F,17,Sample X137,40438
F,18,Sample X138,31769
F,19,Sample X139,31429
F,20,Sample X140,31019
F,21,Sample X141,201238
F,22,Sample X142,202360
F,23,Sample X143,73137
F,24,Sample X144,63942
G,1,Sample X145,205831
G,2,Sample X146,211832
G,3,Sample X147,211217
G,4,Sample X148,207796
G,5,Sample X149,204800
G,6,Sample X150,202487
G,7,Sample X151,202940
G,8,Sample X152,198647
G,9,Sample X153,204384
G,10,Sample X154,200858
G,11,Sample X155,198109
G,12,Sample X156,197816
G,13,Sample X157,198200
G,14,Sample X158,196480
G,15,Sample X159,197239
G,16,Sample X160,196114
G,17,Sample X161,197134
G,18,Sample X162,197252
G,19,Sample X163,197306
G,20,Sample X164,196865
G,21,Sample X165,203878
G,22,Sample X166,203538
G,23,Sample X167,27773
G,24,Sample X168,27224
H,1,Sample X169,204933
H,2,Sample X170,210241
H,3,Sample X171,207696
H,4,Sample X172,154631
H,5,Sample X173,202789
H,6,Sample X174,198127
H,7,Sample X175,196678
H,8,Sample X176,193954
H,9,Sample X177,195928
H,10,Sample X178,196696
H,11,Sample X179,190315
H,12,Sample X180,194046
H,13,Sample X181,193526
H,14,Sample X182,49858
H,15,Sample X183,192177
H,16,Sample X184,191154
H,17,Sample X185,195373
H,18,Sample X186,192406
H,19,Sample X187,193832
H,20,Sample X188,32459
H,21,Sample X189,200491
H,22,Sample X190,201561
H,23,Sample X191,27436
H,24,Sample X192,28242
I,1,Sample X193,203391
I,2,Sample X194,210460
I,3,Sample X195,211537
I,4,Sample X196,205999
I,5,Sample X197,203223
I,6,Sample X198,200076
I,7,Sample X199,197900
I,8,Sample X200,195694
I,9,Sample X201,195778
I,10,Sample X202,194505
I,11,Sample X203,192016
I,12,Sample X204,193993
I,13,Sample X205,182398
I,14,Sample X206,186478
I,15,Sample X207,194678
I,16,Sample X208,195396
I,17,Sample X209,196731
I,18,Sample X210,200867
I,19,Sample X211,198020
I,20,Sample X212,200115
I,21,Sample X213,204570
I,22,Sample X214,202864
I,23,Sample X215,51060
I,24,Sample X216,29034
J,1,Sample X217,203255
J,2,Sample X218,209021
J,3,Sample X219,209111
J,4,Sample X220,49789
J,5,Sample X221,201646
J,6,Sample X222,199234
J,7,Sample X223,196135
J,8,Sample X224,196245
J,9,Sample X225,192419
J,10,Sample X226,104628
J,11,Sample X227,191512
J,12,Sample X228,191293
J,13,Sample X229,183370
J,14,Sample X230,199091
J,15,Sample X231,192236
J,16,Sample X232,191782
J,17,Sample X233,203686
J,18,Sample X234,199837
J,19,Sample X235,196536
J,20,Sample X236,199323
J,21,Sample X237,200245
J,22,Sample X238,204376
J,23,Sample X239,28745
J,24,Sample X240,27654
K,1,Sample X241,207608
K,2,Sample X242,208997
K,3,Sample X243,214096
K,4,Sample X244,211036
K,5,Sample X245,188644
K,6,Sample X246,202037
K,7,Sample X247,199438
K,8,Sample X248,198430
K,9,Sample X249,198512
K,10,Sample X250,196168
K,11,Sample X251,194126
K,12,Sample X252,192806
K,13,Sample X253,195558
K,14,Sample X254,192918
K,15,Sample X255,201999
K,16,Sample X256,197367
K,17,Sample X257,200985
K,18,Sample X258,201909
K,19,Sample X259,200076
K,20,Sample X260,201299
K,21,Sample X261,204027
K,22,Sample X262,204728
K,23,Sample X263,29180
K,24,Sample X264,27197
L,1,Sample X265,207420
L,2,Sample X266,210160
L,3,Sample X267,211767
L,4,Sample X268,207773
L,5,Sample X269,206628
L,6,Sample X270,203349
L,7,Sample X271,201515
L,8,Sample X272,188640
L,9,Sample X273,200925
L,10,Sample X274,198572
L,11,Sample X275,198435
L,12,Sample X276,196178
L,13,Sample X277,199381
L,14,Sample X278,196228
L,15,Sample X279,201785
L,16,Sample X280,200252
L,17,Sample X281,195227
L,18,Sample X282,200511
L,19,Sample X283,201712
L,20,Sample X284,200508
L,21,Sample X285,205340
L,22,Sample X286,205796
L,23,Sample X287,27714
L,24,Sample X288,27731
M,1,Sample X289,205539
M,2,Sample X290,212560
M,3,Sample X291,210363
M,4,Sample X292,208099
M,5,Sample X293,206685
M,6,Sample X294,205887
M,7,Sample X295,201791
M,8,Sample X296,199845
M,9,Sample X297,202159
M,10,Sample X298,202823
M,11,Sample X299,208883
M,12,Sample X300,206110
M,13,Sample X301,211986
M,14,Sample X302,207795
M,15,Sample X303,202581
M,16,Sample X304,201711
M,17,Sample X305,199756
M,18,Sample X306,202443
M,19,Sample X307,204103
M,20,Sample X308,205678
M,21,Sample X309,206174
M,22,Sample X310,206940
M,23,Sample X311,28637
M,24,Sample X312,33988
N,1,Sample X313,206575
N,2,Sample X314,212356
N,3,Sample X315,211343
N,4,Sample X316,209225
N,5,Sample X317,206507
N,6,Sample X318,205462
N,7,Sample X319,205730
N,8,Sample X320,201407
N,9,Sample X321,206710
N,10,Sample X322,205727
N,11,Sample X323,207914
N,12,Sample X324,208632
N,13,Sample X325,213067
N,14,Sample X326,218449
N,15,Sample X327,207462
N,16,Sample X328,205381
N,17,Sample X329,201486
N,18,Sample X330,203642
N,19,Sample X331,206165
N,20,Sample X332,207044
N,21,Sample X333,207706
N,22,Sample X334,207715
N,23,Sample X335,206021
N,24,Sample X336,203989
O,1,Sample X337,208777
O,2,Sample X338,213192
O,3,Sample X339,212717
O,4,Sample X340,211852
O,5,Sample X341,208393
O,6,Sample X342,207653
O,7,Sample X343,202988
O,8,Sample X344,203919
O,9,Sample X345,208207
O,10,Sample X346,208592
O,11,Sample X347,209540
O,12,Sample X348,210935
O,13,Sample X349,213161
O,14,Sample X350,211666
O,15,Sample X351,211992
O,16,Sample X352,211609
O,17,Sample X353,205205
O,18,Sample X354,207259
O,19,Sample X355,207594
O,20,Sample X356,210107
O,21,Sample X357,210340
O,22,Sample X358,209672
O,23,Sample X359,210759
O,24,Sample X360,204227
P,1,Sample X361,200584
P,2,Sample X362,208060
P,3,Sample X363,206778
P,4,Sample X364,204790
P,5,Sample X365,205269
P,6,Sample X366,204570
P,7,Sample X367,204839
P,8,Sample X368,202158
P,9,Sample X369,201710
P,10,Sample X370,202900
P,11,Sample X371,205081
P,12,Sample X372,210786
P,13,Sample X373,204811
P,14,Sample X374,203496
P,15,Sample X375,202641
P,16,Sample X376,202262
P,17,Sample X377,202227
P,18,Sample X378,202008
P,19,Sample X379,204590
P,20,Sample X380,202219
P,21,Sample X381,204191
P,22,Sample X382,204831
P,23,Sample X383,205640
P,24,Sample X384,203567
