User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12213,
Test name: HB-Resazurin-384,Date: 01/12/2020,Time: 12:15:43,
ID1: Nalm6wt_AxB-FDA-D-01_n1_r2,,,
Fluorescence (FI),,,
,,,
Well Row,Well Col,Content,Raw Data (544/590)
A,1,Sample X1,210170
A,2,Sample X2,210327
A,3,Sample X3,210070
A,4,Sample X4,209686
A,5,Sample X5,206274
A,6,Sample X6,188421
A,7,Sample X7,206548
A,8,Sample X8,204363
A,9,Sample X9,208516
A,10,Sample X10,207331
A,11,Sample X11,209134
A,12,Sample X12,65554
A,13,Sample X13,217658
A,14,Sample X14,212796
A,15,Sample X15,205838
A,16,Sample X16,205461
A,17,Sample X17,225814
A,18,Sample X18,211501
A,19,Sample X19,204266
A,20,Sample X20,204679
A,21,Sample X21,206041
A,22,Sample X22,201559
A,23,Sample X23,204264
A,24,Sample X24,201572
B,1,Sample X25,210246
B,2,Sample X26,211425
B,3,Sample X27,212005
B,4,Sample X28,209517
B,5,Sample X29,211170
B,6,Sample X30,205543
B,7,Sample X31,200552
B,8,Sample X32,198028
B,9,Sample X33,204707
B,10,Sample X34,204619
B,11,Sample X35,206042
B,12,Sample X36,207536
B,13,Sample X37,205613
B,14,Sample X38,206442
B,15,Sample X39,203431
B,16,Sample X40,202490
B,17,Sample X41,204510
B,18,Sample X42,202260
B,19,Sample X43,203918
B,20,Sample X44,206521
B,21,Sample X45,204613
B,22,Sample X46,207038
B,23,Sample X47,204625
B,24,Sample X48,197755
C,1,Sample X49,205671
C,2,Sample X50,210205
C,3,Sample X51,208519
C,4,Sample X52,205388
C,5,Sample X53,210204
C,6,Sample X54,205706
C,7,Sample X55,38634
C,8,Sample X56,196593
C,9,Sample X57,201405
C,10,Sample X58,200127
C,11,Sample X59,199946
C,12,Sample X60,200939
C,13,Sample X61,200268
C,14,Sample X62,200704
C,15,Sample X63,195551
C,16,Sample X64,197083
C,17,Sample X65,194888
C,18,Sample X66,196902
C,19,Sample X67,165764
C,20,Sample X68,182502
C,21,Sample X69,200393
C,22,Sample X70,201028
C,23,Sample X71,203000
C,24,Sample X72,194248
D,1,Sample X73,204254
D,2,Sample X74,208489
D,3,Sample X75,205576
D,4,Sample X76,202478
D,5,Sample X77,204820
D,6,Sample X78,214486
D,7,Sample X79,198500
D,8,Sample X80,195423
D,9,Sample X81,196651
D,10,Sample X82,196217
D,11,Sample X83,196505
D,12,Sample X84,197021
D,13,Sample X85,196216
D,14,Sample X86,197680
D,15,Sample X87,195780
D,16,Sample X88,192784
D,17,Sample X89,191292
D,18,Sample X90,192513
D,19,Sample X91,178615
D,20,Sample X92,164144
D,21,Sample X93,197151
D,22,Sample X94,196720
D,23,Sample X95,33311
D,24,Sample X96,56999
E,1,Sample X97,204864
E,2,Sample X98,206848
E,3,Sample X99,204566
E,4,Sample X100,200862
E,5,Sample X101,203472
E,6,Sample X102,196866
E,7,Sample X103,195193
E,8,Sample X104,195015
E,9,Sample X105,197039
E,10,Sample X106,195956
E,11,Sample X107,205156
E,12,Sample X108,205890
E,13,Sample X109,193205
E,14,Sample X110,195222
E,15,Sample X111,181005
E,16,Sample X112,180380
E,17,Sample X113,160113
E,18,Sample X114,57374
E,19,Sample X115,32837
E,20,Sample X116,33578
E,21,Sample X117,113142
E,22,Sample X118,127913
E,23,Sample X119,116824
E,24,Sample X120,37318
F,1,Sample X121,201422
F,2,Sample X122,204010
F,3,Sample X123,202392
F,4,Sample X124,199492
F,5,Sample X125,198582
F,6,Sample X126,195580
F,7,Sample X127,193442
F,8,Sample X128,193558
F,9,Sample X129,193827
F,10,Sample X130,67530
F,11,Sample X131,198450
F,12,Sample X132,198213
F,13,Sample X133,196429
F,14,Sample X134,190787
F,15,Sample X135,179315
F,16,Sample X136,180674
F,17,Sample X137,166590
F,18,Sample X138,165904
F,19,Sample X139,34464
F,20,Sample X140,32856
F,21,Sample X141,111032
F,22,Sample X142,90658
F,23,Sample X143,99561
F,24,Sample X144,37027
G,1,Sample X145,199409
G,2,Sample X146,207312
G,3,Sample X147,205322
G,4,Sample X148,199561
G,5,Sample X149,187184
G,6,Sample X150,172887
G,7,Sample X151,193668
G,8,Sample X152,196298
G,9,Sample X153,201294
G,10,Sample X154,198975
G,11,Sample X155,194026
G,12,Sample X156,190529
G,13,Sample X157,194265
G,14,Sample X158,187575
G,15,Sample X159,194582
G,16,Sample X160,189040
G,17,Sample X161,190334
G,18,Sample X162,189719
G,19,Sample X163,183108
G,20,Sample X164,176786
G,21,Sample X165,186835
G,22,Sample X166,191492
G,23,Sample X167,28010
G,24,Sample X168,27663
H,1,Sample X169,199026
H,2,Sample X170,206338
H,3,Sample X171,200234
H,4,Sample X172,197537
H,5,Sample X173,33691
H,6,Sample X174,46968
H,7,Sample X175,188724
H,8,Sample X176,190826
H,9,Sample X177,191242
H,10,Sample X178,193765
H,11,Sample X179,190262
H,12,Sample X180,191649
H,13,Sample X181,190759
H,14,Sample X182,186236
H,15,Sample X183,188535
H,16,Sample X184,187184
H,17,Sample X185,186254
H,18,Sample X186,186661
H,19,Sample X187,181916
H,20,Sample X188,182064
H,21,Sample X189,192137
H,22,Sample X190,188953
H,23,Sample X191,27018
H,24,Sample X192,26698
I,1,Sample X193,200574
I,2,Sample X194,202439
I,3,Sample X195,203359
I,4,Sample X196,198768
I,5,Sample X197,193934
I,6,Sample X198,190286
I,7,Sample X199,31616
I,8,Sample X200,29546
I,9,Sample X201,192874
I,10,Sample X202,193384
I,11,Sample X203,188422
I,12,Sample X204,190794
I,13,Sample X205,184220
I,14,Sample X206,183504
I,15,Sample X207,192554
I,16,Sample X208,188970
I,17,Sample X209,192199
I,18,Sample X210,195609
I,19,Sample X211,192637
I,20,Sample X212,197251
I,21,Sample X213,197040
I,22,Sample X214,192623
I,23,Sample X215,31678
I,24,Sample X216,27228
J,1,Sample X217,197161
J,2,Sample X218,198690
J,3,Sample X219,200494
J,4,Sample X220,198727
J,5,Sample X221,193708
J,6,Sample X222,191676
J,7,Sample X223,125353
J,8,Sample X224,182688
J,9,Sample X225,187849
J,10,Sample X226,189090
J,11,Sample X227,192463
J,12,Sample X228,188300
J,13,Sample X229,183818
J,14,Sample X230,211369
J,15,Sample X231,28322
J,16,Sample X232,102189
J,17,Sample X233,192461
J,18,Sample X234,191005
J,19,Sample X235,192472
J,20,Sample X236,192695
J,21,Sample X237,191438
J,22,Sample X238,196921
J,23,Sample X239,27317
J,24,Sample X240,26792
K,1,Sample X241,197790
K,2,Sample X242,200832
K,3,Sample X243,205454
K,4,Sample X244,201162
K,5,Sample X245,193955
K,6,Sample X246,194774
K,7,Sample X247,191569
K,8,Sample X248,36739
K,9,Sample X249,191311
K,10,Sample X250,37646
K,11,Sample X251,30992
K,12,Sample X252,31387
K,13,Sample X253,192186
K,14,Sample X254,191229
K,15,Sample X255,193404
K,16,Sample X256,194018
K,17,Sample X257,198512
K,18,Sample X258,195965
K,19,Sample X259,206451
K,20,Sample X260,194976
K,21,Sample X261,194204
K,22,Sample X262,194251
K,23,Sample X263,83120
K,24,Sample X264,27431
L,1,Sample X265,193884
L,2,Sample X266,207161
L,3,Sample X267,200444
L,4,Sample X268,196991
L,5,Sample X269,197193
L,6,Sample X270,194256
L,7,Sample X271,142766
L,8,Sample X272,191284
L,9,Sample X273,167555
L,10,Sample X274,188204
L,11,Sample X275,34373
L,12,Sample X276,37624
L,13,Sample X277,191092
L,14,Sample X278,189537
L,15,Sample X279,192221
L,16,Sample X280,195778
L,17,Sample X281,194956
L,18,Sample X282,192044
L,19,Sample X283,195098
L,20,Sample X284,195209
L,21,Sample X285,195958
L,22,Sample X286,196028
L,23,Sample X287,87341
L,24,Sample X288,138469
M,1,Sample X289,200436
M,2,Sample X290,199517
M,3,Sample X291,197882
M,4,Sample X292,198010
M,5,Sample X293,85743
M,6,Sample X294,197100
M,7,Sample X295,191407
M,8,Sample X296,190606
M,9,Sample X297,32657
M,10,Sample X298,180965
M,11,Sample X299,195582
M,12,Sample X300,196399
M,13,Sample X301,201840
M,14,Sample X302,196932
M,15,Sample X303,193776
M,16,Sample X304,193069
M,17,Sample X305,189295
M,18,Sample X306,196340
M,19,Sample X307,193926
M,20,Sample X308,195816
M,21,Sample X309,194710
M,22,Sample X310,195492
M,23,Sample X311,182756
M,24,Sample X312,188166
N,1,Sample X313,200649
N,2,Sample X314,200720
N,3,Sample X315,199187
N,4,Sample X316,199668
N,5,Sample X317,197676
N,6,Sample X318,31930
N,7,Sample X319,195808
N,8,Sample X320,193045
N,9,Sample X321,195197
N,10,Sample X322,31315
N,11,Sample X323,200157
N,12,Sample X324,198750
N,13,Sample X325,199889
N,14,Sample X326,198458
N,15,Sample X327,195558
N,16,Sample X328,194359
N,17,Sample X329,195122
N,18,Sample X330,182180
N,19,Sample X331,198760
N,20,Sample X332,197890
N,21,Sample X333,197220
N,22,Sample X334,196577
N,23,Sample X335,195851
N,24,Sample X336,190386
O,1,Sample X337,204053
O,2,Sample X338,201117
O,3,Sample X339,199735
O,4,Sample X340,199343
O,5,Sample X341,194098
O,6,Sample X342,194149
O,7,Sample X343,197641
O,8,Sample X344,189741
O,9,Sample X345,194973
O,10,Sample X346,197845
O,11,Sample X347,196341
O,12,Sample X348,202138
O,13,Sample X349,197610
O,14,Sample X350,199117
O,15,Sample X351,196420
O,16,Sample X352,196935
O,17,Sample X353,191841
O,18,Sample X354,193685
O,19,Sample X355,194752
O,20,Sample X356,198069
O,21,Sample X357,197370
O,22,Sample X358,200714
O,23,Sample X359,194340
O,24,Sample X360,191955
P,1,Sample X361,206966
P,2,Sample X362,199948
P,3,Sample X363,195890
P,4,Sample X364,195258
P,5,Sample X365,191698
P,6,Sample X366,195425
P,7,Sample X367,186510
P,8,Sample X368,185461
P,9,Sample X369,187991
P,10,Sample X370,190436
P,11,Sample X371,188424
P,12,Sample X372,191720
P,13,Sample X373,191894
P,14,Sample X374,188294
P,15,Sample X375,190002
P,16,Sample X376,190337
P,17,Sample X377,182325
P,18,Sample X378,187360
P,19,Sample X379,189560
P,20,Sample X380,188082
P,21,Sample X381,190516
P,22,Sample X382,189915
P,23,Sample X383,189083
P,24,Sample X384,189837
